"MSN","YYYY","MM","Value","Column_Order","Description","Unit"
"CLRCPUS","1992","07","85.4","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1992","08","70.792","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1992","09","66.297","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1992","10","66.125","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1992","11","115.568","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1992","12","164.81","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1992","13","1107.49","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1993","01","119.072","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1993","02","115.468","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1993","03","92.458","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1993","04","110.421","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1993","05","58.116","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1993","06","75.261","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1993","07","76.389","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1993","08","68.709","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1993","09","51.895","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1993","10","69.54","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
