"MSN","YYYY","MM","Value","Column_Order","Description","Unit"
"WDPRBUS","1997","02","169.842","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1997","03","191.206","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1997","04","189.865","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1997","05","200.871","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1997","06","172.743","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1997","07","195.848","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1997","08","204.296","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1997","09","193.213","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1997","10","239.624","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1997","11","203.767","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1997","12","190.185","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1997","13","2370.991","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1998","01","218.095","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1998","02","158.343","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1998","03","179.494","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1998","04","178.06","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1998","05","186.622","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1998","06","128.7","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1998","07","184.548","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1998","08","191.758","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1998","09","186.479","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1998","10","202.005","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1998","11","171.31","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1998","12","198.747","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1998","13","2184.161","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1999","01","210.996","1","Wood Energy Production","Trillion Btu"
